"2016-06-13","Ciências da Saúde","Psicóloga retrata em livro drama vivido por pessoas com deformidades da face","Um desses pacientes, com deformidade há mais de 30 anos, contou que viu sua vida desmoronar depois do acidente que levou dele também sua noiva e seu trabalho","Ciências HumanasConsiderações Psicossociais Sobre Deformidade FacialDeformidades da FaceFaculdade de MedicinaHCInstituto de OrtopediaInstituto de Psicologia","http://jornal.usp.br/ciencias/ciencias-humanas/psicologa-retrata-em-livro-drama-vivido-por-pessoas-com-deformidades-da-face/"
"2016-06-13","Ciências","Acesso de deficientes visuais ao cinema é desbravado em pesquisa","Pesquisador explora dificuldades, facilidades e possíveis soluções que envolvem a problemática de tornar acessível a experiência do cinema a quem não enxerga","AcessibilidadeAudiodescriçãoCibele Haddad TaralliCinemaDeficientes VisuaisDesignDiego Normandido Departamento de Projetos da Faculdade de Arquitetura e UrbanismoFAU","http://jornal.usp.br/ciencias/acesso-de-deficientes-visuais-ao-cinema-e-desbravado-em-pesquisa/"
"2016-06-13","Atualidades","Odontologia da USP lança guia de orientação para pacientes com câncer","A professora Marina Gallottini fala sobre a relação entre a odontologia e os casos de câncer de cabeça e pescoço","Ciências da SaúdeRádio USPcabeçaCâncerpescoçotratamento","http://jornal.usp.br/atualidades/odontologia-da-usp-lanca-guia-de-orientacao-para-pacientes-de-cancer/"
"2016-06-13","Atualidades","Programa “Diversidade em ciência” discute o preconceito linguístico","A entrevista vai ao ar na segunda-feira, dia 13 de junho, às 13 horas e será reapresentada no sábado, dia 18, às 14 horas, na Rádio USP FM","CiênciasDiversidade em CiênciaDivulgação científicaECAPreconceito Linguístico","http://jornal.usp.br/ciencias/programa-diversidade-em-ciencia-discute-o-preconceito-linguistico/"
"2016-06-13","Ciências da Saúde","Risco de infecção por dengue e zika nos Jogos Olímpicos é muito reduzido, aponta especialista","Cálculos do professor Eduardo Massad, da Faculdade de Medicina da USP, estimam em 15 os casos de zika e 250 de dengue entre turistas durante a realização dos Jogos Olímpicos","TV USPFMUSPJogos OlímpicosSão PauloZika Vírus","http://jornal.usp.br/tv-usp/risco-de-infeccao-por-dengue-e-zika-nos-jogos-olimpicos-e-muito-reduzido-aponta-especialista/"
"2016-06-10","Ciências da Saúde","Docente da Odontologia de Bauru é nomeado editor de revista internacional","Indicação representa reconhecimento da FOB e também da excelência da pesquisa odontológica brasileira","FOBJournal of Dental ResearchPeriódico","http://jornal.usp.br/ciencias/ciencias-da-saude/docente-da-odontologia-de-bauru-e-nomeado-editor-de-revista-internacional/"
"2016-06-08","Ciências da Saúde","Nova técnica para cirurgia de implante coclear auxilia na preservação da audição natural","Método consiste no uso de medicamentos durante a cirurgia, como a dexametasona e o ácido hialurônico, inserção de feixe de eletrodos e uso de um implante coclear específico e não traumático","audiçãoHC- FMUSPimplante coclearOtorrinolaringologia","http://jornal.usp.br/ciencias/ciencias-da-saude/nova-tecnica-para-cirurgia-de-implante-coclear-auxilia-na-preservacao-da-audicao-natural/"
"2016-06-08","Ciências Exatas e da Terra","Doutorando de São Carlos recebe prêmio ao avançar em teoria para sistemas estruturais metálicos","O aluno do Programa de Pós-Graduação em Engenharia de Estruturas Enio Mesacasa Junior recebeu o prêmio Vinnakota Award","EESCEngenhariaEnio Mesacasa JuniorEscola de Engenharia de São CarlosSão CarlosSistemas estruturais metálicosVinnakota Award","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/doutorando-de-sao-carlos-recebe-premio-ao-avancar-em-teoria-para-sistemas-estruturais-metalicos/"
"2016-06-08","Ciências da Saúde","Técnica cirúrgica “em dois tempos” opera um lado do fígado de cada vez para remoção de tumores","Dupla cirurgia corta  fluxo de sangue para região atingida por tumores e induz ao crescimento da parte limpa do fígado, permitindo a remoção da metástase e uma vida normal para o paciente","câncer colorretalfígadoHCFMUSPSão Paulo","http://jornal.usp.br/ciencias/ciencias-da-saude/tecnica-cirurgica-em-dois-tempos-opera-um-lado-do-figado-de-cada-vez-para-remocao-de-tumores/"
"2016-06-08","Ciências Biológicas","Estudo elucida mecanismo que torna as bactérias mais resistentes a antibióticos","A descoberta é um tema emergente em microbiologia devido à procura de novos meios de combate aos processos infecciosos","antibióticosBactériasBiofilmec-di-GMPFapespFleQIFSCMoléculasproteína","http://jornal.usp.br/ciencias/ciencias-biologicas/estudo-elucida-mecanismo-que-torna-as-bacterias-mais-resistentes-a-antibioticos/"
"2016-06-08","Ciências Exatas e da Terra","Radar meteorológico de alta resolução vai aprimorar previsão de chuvas na Grande São Paulo","Equipamento com alcance de 60 quilômetros monitora chuvas com alta precisão e permitirá prever deslocamento de tempestades com até uma hora de antecedência","IAGParque CientecPoliradar meteorológico","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/radar-meteorologico-de-alta-resolucao-vai-aprimorar-previsao-de-chuvas-na-grande-sao-paulo/"
"2016-06-08","Ciências Ambientais","Há 18 mil anos, aumento brutal de chuvas transformou vegetação e relevo do Nordeste","Aumento da pluviosidade causado por alteração na circulação das águas do Atlântico fez a caatinga dar lugar a grandes árvores e intensificou a erosão fluvial","chuvasEACHNordesteSão Paulo","http://jornal.usp.br/ciencias/ciencias-ambientais/ha-18-mil-anos-aumento-brutal-de-chuvas-transformou-vegetacao-e-relevo-do-nordeste/"
"2016-06-07","Ciências","Boletim da Veterinária trata da produção do leite de ovelha no Brasil","O boletim eletrônico foi editado pela FMVZ do campus da USP em Pirassununga","AgropecuáriaFMVZLaboratório de Análises Socioeconômicas e Ciência AnimalLeite de Ovelha","http://jornal.usp.br/ciencias/boletim-da-veterinaria-trata-da-producao-do-leite-de-ovelha-no-brasil/"
"2016-06-07","Ciências da Saúde","São Paulo terá o maior estudo de rastreamento de câncer colorretal já realizado no Brasil","Pesquisa sobre a doença será realizada em bairros da Zona Leste da cidade e pretende recrutar até 16 mil pessoas","câncer colorretalSaúde PúblicaSUSzona leste","http://jornal.usp.br/ciencias/ciencias-da-saude/sao-paulo-tera-o-maior-estudo-de-rastreamento-de-cancer-colorretal-ja-realizado-no-brasil/"
"2016-06-06","Ciências Biológicas","Pesquisa mostra como diferentes hábitos alimentares alteraram a evolução das aves","Com o passar do tempo, mudanças na alimentação levaram as aves a ganhar ou perder espécies","AvesevoluçãoIBNature Communicationsonívoros","http://jornal.usp.br/ciencias/ciencias-biologicas/pesquisa-mostra-como-diferentes-habitos-alimentares-alteraram-a-evolucao-das-aves/"
"2016-06-06","Tecnologia","Experimento enriquece compreensão sobre o processo de aprendizado","Pesquisador do Neuromat ilustra como o cérebro toma decisões e “corrige” a Lei de Hick, de 1950","aprendizadoCérebroExperimentoIBLei de HickNeuroMat","http://jornal.usp.br/ciencias/tecnologia/experimento-enriquece-compreensao-processo-de-aprendizado/"
"2016-06-03","Ciências da Saúde","Proteína tem revelada sua ação benéfica no remodelamento de vasos","Descoberta envolve proteína que regula a arquitetura do vaso sanguíneo lesionado, evitando sua obstrução","doenças coronarianasIncorproteína","http://jornal.usp.br/ciencias/ciencias-da-saude/proteina-tem-revelada-sua-acao-benefica-no-remodelamento-de-vasos/"
"2016-06-02","Ciências da Saúde","Compósitos com fosfato de cálcio e de prata podem proporcionar restaurações dentárias mais duráveis","Na Faculdade de Odontologia (FO) cientistas constataram que nanopartículas de fosfato de cálcio e fosfato de prata podem prevenir o desenvolvimento de novas lesões de cárie","cárie dentáriaFOfosfato de cálciofosfato de prata","http://jornal.usp.br/ciencias/ciencias-da-saude/compositos-com-fosfato-de-calcio-e-de-prata-podem-proporcionar-restauracoes-dentarias-mais-duraveis/"
"2016-06-02","Ciências Agrárias","Série Produtor Rural lança edição sobre a canola","Nessa edição, o produtor rural terá informações sobre condições climáticas para cultivar a canola, formas de manejo e colheita","CanolaEsalqAProdutor Rural","http://jornal.usp.br/ciencias/ciencias-agrarias/serie-produtor-rural-lanca-edicao-sobre-a-canola/"
"2016-06-02","Ciências da Saúde","Nutricionista do Hospital das Clínicas lança guia de educação nutricional","A publicação traz textos sobre a prevenção de doenças crônicas, tabela de alimentos funcionais e  um guia de temperos","EducaçãoFMGuia Prático de Educação NutrionalHábitos SaudáveisHCNutrição","http://jornal.usp.br/ciencias/ciencias-da-saude/nutricionista-do-hospital-das-clinicas-lanca-guia-de-educacao-nutricional/"
"2016-06-02","Tecnologia","Fábrica inteligente vai trazer a indústria do futuro para a universidade","Escola Politécnica (Poli) da USP construirá laboratório que usa o conceito de indústria 4.0 para ambiente de ensino e pesquisa","UniversidadeEduardo ZanculFábrica do FuturoFábrica inteligenteIndústria 4.0Internet industrialManufatura avançadaPoliProduto inteligente","http://jornal.usp.br/universidade/fabrica-inteligente-vai-trazer-a-industria-do-futuro-para-a-universidade/"
"2016-06-01","Ciências Ambientais","De olho nos céus: pesquisadores mapeiam locais com maior incidência de raios no planeta","Estudo capitaneado por pesquisadora do IAG mapeou os locais de maior incidência de raios do planeta","ClimatologiaIAGInstituto de Astronomia Geofísica e Ciências AtmosféricasLago de MaracaiboLightning Imaging SensorLISRachel I. AlbrechtRaiosVenezuela","http://jornal.usp.br/ciencias/ciencias-ambientais/de-olho-nos-ceus-pesquisadores-mapeiam-locais-com-maior-incidencia-de-raios-no-planeta/"
"2016-06-01","Atualidades","Poli desenvolve veículo urbano compacto","Projeto da Poli desenvolve carro com 1,25 m de largura, mas com requisitos de segurança estabelecidos pelas Nações Unidas","CiênciasRádio USPAnderson de LimaEscola PolitécnicaMarcílio AlvesVeículo Urbano","http://jornal.usp.br/ciencias/poli-desenvolve-veiculo-urbano-compacto/"
"2016-05-31","Ciências da Saúde","Confusão mental no pós-operatório de idosos pode ser reduzida com medidas simples","Problema pode ser reduzido ao se administrar uma pequena dose do anti-inflamatório dexametasona imediatamente antes da cirurgia e, durante a operação, evitar uma hipnose muito profunda","Disfunção cognitiva pós-operatóriaFMUSPHCSão Paulo","http://jornal.usp.br/ciencias/ciencias-da-saude/disfuncao-cognitiva-pos-operatoria-em-idosos-pode-ser-reduzida-com-medidas-simples/"
"2016-05-31","Ciências Biológicas","Pesquisadores criam rato virtual capaz de simular ansiedade","Encontrar alternativas ao uso de animais em experimentos é um dos desafios da ciência para os próximos anos","ansiedadecomputaçãodrogas ansiogênicasdrogas ansiolíticasequação matemáticaexperimentosFFCLRPlabirinto de cruzratos virtuaisrede neural","http://jornal.usp.br/ciencias/ciencias-biologicas/pesquisadores-criam-rato-virtual-capaz-de-simular-ansiedade/"
"2016-05-30","Ciências Exatas e da Terra","Prêmio Gutierrez de teses em Matemática anuncia vencedores","O prêmio é uma iniciativa do ICMC com apoio da Sociedade Brasileira de Matemática que visa premiar a cada ano a  melhor tese de doutorado em Matemática defendida no Brasil","UniversidadeICMCPrêmio Carlos GutierrezSão CarlosTeses","http://jornal.usp.br/universidade/premio-gutierrez-de-teses-em-matematica-anuncia-vencedores/"
"2016-05-30","Ciências Ambientais","Reator híbrido de baixo custo trata águas residuárias de indústrias","Protótipo com baixo custo de construção removeu grande parte da matéria orgânica e da toxicidade do efluente","Ciências Biológicaságuas residuáriasEELLorenareator anaeróbio híbrido","http://jornal.usp.br/ciencias/ciencias-biologicas/reator-hibrido-de-baixo-custo-trata-aguas-residuarias-de-industrias/"
"2016-05-30","Atualidades","Paulo Saldiva adverte sobre os efeitos negativos da poluição luminosa","Segundo colunista, um ambiente envolto em escuridão libera hormônios necessários para nossa saúde física e mental","Ciências da SaúdePaulo SaldivaRádio USPbem-estarescurohornômiosSaúde","http://jornal.usp.br/atualidades/paulo-saldiva-adverte-sobre-os-efeitos-negativos-da-poluicao-luminosa/"
"2016-05-30","Ciências Biológicas","No Ano da Ciência da Wikipédia, núcleo da USP atualiza verbetes sobre teoria do cérebro","Wikipédia é referência de pesquisa para internautas que procuram respostas sobre temas científicos","Ciências Exatas e da TerraCepidCérebroDivulgação científicaNeuroMatNeuromatemáticaWikipedia","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/no-ano-da-ciencia-da-wikipedia-nucleo-da-usp-atualiza-verbetes-sobre-teoria-do-cerebro/"
"2016-05-30","Ciências Exatas e da Terra","Pesquisador da USP recebe homenagem da Sociedade de Matemática Aplicada","Hugo Silva, pós-doutorando do Instituto de Ciências Matemáticas e de Computação, foi homenageado por seu empenho no programa Student Chapter","UniversidadeHugo SilvaICMCMatemáticaSão CarlosSIAMStudent Chapter","http://jornal.usp.br/universidade/pesquisador-da-usp-recebe-homenagem-da-sociedade-de-matematica-aplicada/"
"2016-05-30","Ciências Exatas e da Terra","Professores de engenharia lançam nova edição de livro sobre sistemas estruturais","Escrito por professores da Escola de Engenharia de São Carlos, livro introduz e discute principais elementos que formam as estruturas convencionais mais empregadas no ensino e na prática da engenharia civil","EESCSão Carlos. engenharia civilsistemas estruturais","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/professores-de-engenharia-lancam-nova-edicao-de-livro-sobre-sistemas-estruturais/"
"2016-05-30","Ciências da Saúde","Obesidade influencia de diferentes formas no aprendizado de crianças, mostra estudo","O estudo analisou habilidades necessárias ao aprendizado de crianças entre 8 e 12 anos, além de seus níveis de leitura e escrita","aprendizadoFMRPFonoaudiologiaRibeirão Preto","http://jornal.usp.br/ciencias/ciencias-da-saude/obesidade-influencia-de-diferentes-formas-no-aprendizado-de-criancas-mostra-estudo/"
"2016-05-30","Ciências da Saúde","Pesquisa do Incor mostra que ambiente livre de tabaco diminui mortes por infarto","No último dia mundial sem tabaco, 31 de maio, um estudo concluiu que ambiente público fechado e livre do fumo é efetivo para diminuir número de mortes por infarto em São Paulo","Dia mundial sem tabacoFumoHCIncorTabagismo","http://jornal.usp.br/ciencias/ciencias-da-saude/pesquisa-do-incor-mostra-que-ambiente-livre-de-tabaco-diminui-mortes-por-infarto/"
"2016-05-30","Atualidades","Parkinson: há o que comemorar","O Mal de Parkinson está longe da cura, mas pacientes com a doença têm alguns motivos para comemorar","Ciências da SaúdeÉ Bom SaberRadioagência USPHC- FMUSPno estudo de parkinsonParkinson","http://jornal.usp.br/atualidades/parkinson-ha-o-que-comemorar/"
"2016-05-28","Ciências","Bactéria da caatinga pode ser solução para doença bovina","Tratar a mastite bovina sem afetar a qualidade do leite é um dos grandes desafios atualmente, uma vez que a doença pode levar à perda de 10% a 40% da produção de leite","Ciências AgráriasCiências BiológicasactinobactériascaatingacombatecompostoEMBRAPA Meio Ambienteextrato brutoFFCLRPFMVZmastite bovinapesquisaUSP","http://jornal.usp.br/ciencias/bacteria-da-caatinga-pode-ser-solucao-para-doenca-bovina/"
"2016-05-27","Tecnologia","Sistemas computacionais poderão interpretar imagens de câmeras de segurança","Parceria do IME e outras universidade busca desenvolver algoritmos capazes de monitorar imagens de câmeras de segurança e identificar a ocorrência de incidentes em ambientes urbanos","AlgoritmocomputaçãoIMEInstituto de Matemática e EstatísticaSegurança","http://jornal.usp.br/ciencias/tecnologia/sistemas-computacionais-poderao-interpretar-imagens-de-cameras-de-seguranca/"
"2016-05-27","Ciências da Saúde","Terapia fotodinâmica: a luz que pode ajudar no tratamento do câncer de pele","Substâncias fotossensíveis podem ser ativadas para liberar moléculas que matam células cancerosas","Ciências Exatas e da TerraCâncer de peleGrupo de ÓpticaIFSCInstituto de Física de São CarlosNanopartículasterapia fotodinâmica","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/terapia-fotodinamica-a-luz-que-pode-ajudar-no-tratamento-do-cancer-de-pele/"
"2016-05-25","Ciências Ambientais","Revista Scientia Agricola acaba de disponibilizar nova edição","Periódico publica artigos originais que contribuem para o desenvolvimento científico da agricultura, meio ambiente e ciências biológicas","EsalqMeio ambientePiracicabaScientia Agricola","http://jornal.usp.br/ciencias/ciencias-ambientais/revista-scientia-agricola-acaba-de-disponibilizar-nova-edicao/"
"2016-05-25","Atualidades","OMS lança guia contra zika em gestantes","Equipe da USP em Ribeirão Preto participa da confecção de guia da OMS para manejo da Zika em gestantes","Ciências da SaúdeAedes aegyptiDenguegestantesMicrocefaliaOMSZika Vírus","http://jornal.usp.br/atualidades/oms-lanca-guia-contra-zika-em-gestantes/"
"2016-05-25","Ciências Ambientais","Pesquisa mostra potencial de uso de guaraná e boldo em embalagens para alimentos","Filmes poliméricos usando extratos dessas plantas podem ser alternativa para os materiais convencionais","Ciências BiológicasAlimentosBiopoliméricosBoldoEmbalagensfilmesFoRCFZEAGuaranáPlantas","http://jornal.usp.br/ciencias/ciencias-biologicas/pesquisa-mostra-potencial-de-uso-de-guarana-e-boldo-em-embalagens-para-alimentos/"
"2016-05-25","Atualidades","Cidade universitária é a área mais afetada pelo Ozônio em SP","Monitoramento da Cetesb aponta, pelo segundo ano consecutivo, o campus da USP como área mais poluída da região metropolitana","Ciências AmbientaisRádio USPCiências AtmosféricasIAGMaria de Fátima AndradeOzônioPoluição","http://jornal.usp.br/atualidades/cidade-universitaria-e-a-area-mais-afetada-pelo-ozonio-em-sp/"
"2016-05-25","Ciências da Saúde","Discurso moral prejudica adesão a tratamento de população em situação de rua com tuberculose","Sensação de perda de liberdade ao ser internado e moralidade dos profissionais de saúde são fatores para o abandono do tratamento da tuberculose por pessoas em situação de rua","Ciências HumanasEpidemiologiaFSPPessoa em situação de ruaSaúde PúblicaTuberculose","http://jornal.usp.br/ciencias/ciencias-humanas/discurso-moral-prejudica-adesao-a-tratamento-de-populacao-na-rua-com-tuberculose/"
"2016-05-24","Ciências","Zika, matemática e empreendedorismo marcam abertura do Pint of Science em São Carlos","Na primeira noite do evento, que aconteceu em três diferentes bares da cidade, festival de divulgação científica atraiu cerca de 230 pessoas","ICMCPint of ScienceSão Carlos","http://jornal.usp.br/ciencias/zika-matematica-e-empreendedorismo-marcam-abertura-do-pint-of-science-em-sao-carlos/"
"2016-05-24","Ciências da Saúde","Tecnologia 100% nacional que detecta icterícia em bebês chega ao HC em Ribeirão","Conhecimento gerado na academia leva empresa a produzir primeiro equipamento brasileiro para medir bilirrubina","TecnologiabilirrubinaDepartamento de PediatriaHC-FMRPicterícianeonatologiarecém-nascidossanguetecnologiaUSP","http://jornal.usp.br/ciencias/ciencias-da-saude/tecnologia-100-nacional-que-detecta-ictericia-em-bebes-chega-ao-hc-em-ribeirao/"
"2016-05-24","Ciências Ambientais","Novo grupo de estudos do IEA irá pesquisar agricultura urbana em São Paulo","Além dos aspectos nutricionais e ambientais, jardins e hortas urbanas oferecem locais de encontro comunitário e áreas de relaxamento e lazer para a vida nas grandes cidades","Agricultura PeriurbanaAgricultura urbanaFMHortaIEA","http://jornal.usp.br/ciencias/ciencias-ambientais/novo-grupo-de-estudos-ira-pesquisar-agricultura-urbana-em-sao-paulo/"
"2016-05-24","Ciências Exatas e da Terra","Sonda da USP em São Carlos atinge estratosfera e faz voo de 2h30","Equipamento enviou microrganismos encontrados em ambientes extremos da Terra a uma altitude de aproximadamente 32 quilômetros","UniversidadeEscola de Engenharia de São CarlosGrupo ZenithMissão Garatéasonda experimental","http://jornal.usp.br/universidade/sonda-experimental-da-usp-em-sao-carlos-atinge-estratosfera-e-faz-voo-de-2h30/"
"2016-05-24","Atualidades","Maconha será discutida no Instituto de Psiquiatria da USP","O evento será realizado no dia 04 de junho e poderão participar profissionais de saúde, educadores e o público em geral.","Ciências da SaúdeRádio USPInstituto de Psiquiatria da USPmaconhamedicamentorisco consumosimpósio","http://jornal.usp.br/atualidades/maconha-sera-discutida-no-instituto-de-psiquiatria-da-usp/"
"2016-05-24","Atualidades","Curativo orgânico vai ajudar no tratamento de queimados","O produto, em fase de testes, poderá ser utilizado por quem sofreu queimaduras com fogo ou água","Ciências da SaúdeRádio USPcurativopesquisaPirassunungaqueimadostratamento","http://jornal.usp.br/atualidades/2305-curativo-organico-vai-ajudar-no-tratamento-de-queimados/"
"2016-05-23","Ciências Exatas e da Terra","Trabalho de São Carlos em ciência de materiais recebe prêmio internacional","Apresentação abordou revisão do processo de têmpera Uphill em peças de ligas de alumínio, que alivia tensões residuais após retirada das peças do forno, fazendo com que elas sofram contração e dilatação em partes diferentes","EESCEngenharia de Materiaisligas de alumínioSão Carlos","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/trabalho-de-sao-carlos-em-ciencia-de-materiais-recebe-premio-internacional/"
"2016-05-23","Ciências Biológicas","Tratamento com hormônios sexuais recupera células de doenças genéticas graves","Estudo demostrou que há como estimular a enzima telomerase por meio de hormônios sexuais, tanto masculinos quanto femininos","Ciências da SaúdeCTCEnvelhecimentoFaculdade de Medicina de Ribeirão PretoFMRPNew England Journal of MedicineRodrigo CaladoTelômeros","http://jornal.usp.br/ciencias/ciencias-biologicas/tratamento-com-hormonios-sexuais-recupera-celulas-de-doencas-geneticas-graves/"
"2016-05-23","Ciências Ambientais","Biolarvicida natural elimina larvas do Aedes aegypti em 24 horas","Produzido a partir do bagaço de cana-de-açúcar, produto é tipo de detergente natural que não agride o meio ambiente","Ciências BiológicasCiências Exatas e da TerraAedes aegyptibiolarvicidaEELLorena","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/biolarvicida-natural-elimina-larvas-do-aedes-aegypti-em-24-horas/"
"2016-05-23","Ciências Biológicas","Pesquisadores investigam tempo que cérebro leva para tomar decisões","A conclusão dos pesquisadores do Neuromat contribui com a teoria de que o cérebro é um estatístico","Lei de HickNeuroMatWikipedia","http://jornal.usp.br/ciencias/ciencias-biologicas/pesquisadores-investigam-tempo-que-cerebro-leva-para-tomar-decisoes/"
"2016-05-23","Tecnologia","Poli tem projeto de veículo urbano com 1,25 metros de largura e 500 quilos","Carro elétrico tem dimensões e peso menores do que qualquer veículo no mercado e atende aos mais exigentes requisitos de segurança","","http://jornal.usp.br/ciencias/tecnologia/pesquisador-da-poli-usp-desenvolve-projeto-de-veiculo-urbano-com-apenas-125m-de-largura-e-500kg/"
"2016-05-23","Ciências da Saúde","Hospital das Clínicas esclarece dúvidas na Semana Internacional da Tireoide","Médicos endocrinologistas ajudarão a entender melhor os problemas que acometem a glândula tireóide","ExtensãoUniversidadeendocrinologistasFaculdade de Medicina da USPFMUSPHCHospital das Clinicassemana internacional de tireoide","http://jornal.usp.br/universidade/hospital-das-clinicas-esclarece-duvidas-na-semana-internacional-da-tireoide/"
"2016-05-20","Ciências Exatas e da Terra","Observatório em São Carlos tem semana dedicada ao planeta Marte","Nestes dias, o planeta vermelho estará entrando no seu período de melhor visibilidade","ExtensãoUniversidadeAstronomiaCDCCMarteObservatórioSão CarlosSemana Marciana","http://jornal.usp.br/universidade/observatorio-em-sao-carlos-tem-semana-dedicada-ao-planeta-marte/"
"2016-05-20","Ciências","USP é a primeira do mundo na pesquisa em cosméticos","Universidade ficou à frente de instituições como  Food and Drug Administration (FDA), da empresa Procter & Gamble e da Universidade de Harvard","UniversidadecosméticaFaculdade de Ciências Farmacêuticas de Ribeirão PretoFapespinovaçãoNeatecNúcleo de Estudos Avançados em Tecnologia de CosméticosPropriedade intelectualState of InnovationThomson Reuters","http://jornal.usp.br/ciencias/usp-e-a-primeira-do-mundo-na-pesquisa-em-cosmeticos/"
"2016-05-20","Ciências","Pint of Science: festival leva ciência para a mesa de bar","Evento vai mobilizar sete cidades brasileiras e será realizado simultaneamente em mais 11 países","Divulgação científicaPint of Science","http://jornal.usp.br/ciencias/pint-of-science-festival-leva-ciencia-para-a-mesa-de-bar/"
"2016-05-20","Atualidades","Após 20 anos de consumo alimentos transgênicos podem ser considerados seguros","Conclusão faz parte de relatório de grupo de aconselhamento do Congresso americano","Ciências da SaúdeRádio USPAlimentos transgênicosEsalqHelaine CarrerOrganismos Geneticamente Modificados","http://jornal.usp.br/atualidades/apos-20-anos-de-consumos-alimentos-transgenicos-podem-ser-considerados-seguros/"
"2016-05-20","Ciências Ambientais","Urbanização já afeta chuvas e funcionamento do clima amazônico","Poluição influencia a química de isopreno lançado pela vegetação da Amazônia na atmosfera, alterando a formação de nuvens e a ocorrência de chuvas","AmazôniaAutomóvelIsoprenoOxidação de isoprenoPaulo ArtaxoPoluiçãoRegião AmazônicaUrbanização","http://jornal.usp.br/ciencias/ciencias-ambientais/urbanizacao-ja-afeta-chuvas-e-funcionamento-do-clima-amazonico/"
"2016-05-19","Ciências Exatas e da Terra","Crianças e jovens se prepararam para Olimpíada Brasileira de Robótica","Mais de 100 estudantes dos ensinos fundamental e médio de escolas públicas e privadas participaram do curso preparatório oferecido pelo ICMC, em São Carlos","UniversidadeCeMEAIICMCOlimpíada Brasileira de RobóticarobóticaSão Carlos","http://jornal.usp.br/universidade/criancas-e-jovens-se-prepararam-para-olimpiada-brasileira-de-robotica/"
"2016-05-19","Ciências","CNPq indica financiamento para 36 institutos de pesquisa na USP","Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) divulgou a lista de Institutos Nacionais de Ciência e Tecnologia que poderão receber verbas","UniversidadeCNPqfinanciamento de pesquisaINCT","http://jornal.usp.br/ciencias/cnpq-indica-financiamento-para-36-institutos-de-pesquisa-na-usp/"
"2016-05-19","Ciências Ambientais","USP instala estação sismográfica para monitorar tremores de terra em Jurupema (SP)","Instrumentos irão monitorar os tremores e buscar as possíveis causas desse fenômeno natural","Abalos SísmicosCentro de SismologiaEstação SismográficaIAGIEEJurupemaTaquaritingaTremores de terra","http://jornal.usp.br/ciencias/ciencias-ambientais/usp-instala-estacao-sismografica-para-monitorar-tremores-de-terra-em-jurupema-sp/"
"2016-05-18","Ciências","Estudo seleciona cães com hérnia de disco para tratamento com células-tronco","O projeto é parte de uma pesquisa de mestrado na Faculdade de Zootecnia e Engenharia de Alimentos da USP","Ciências BiológicasCiências da SaúdeExtensãoUniversidadeCãesCélulas-troncoFZEAHérnia de discoPirassununga","http://jornal.usp.br/ciencias/estudo-seleciona-caes-com-hernia-de-disco-para-tratamento-com-celulas-tronco/"
"2016-05-18","Ciências Biológicas","Ginástica artística é tema da Revista Brasileira de Educação Física e Esporte","A Revista Brasileira de Educação Física e Esporte acaba de publicar seu último número","Educação FísicaEEFEGinástica artística","http://jornal.usp.br/ciencias/ciencias-biologicas/ginastica-artistica-e-tema-da-revista-brasileira-de-educacao-fisica-e-esporte/"
"2016-05-18","Ciências Biológicas","Empresa de ex-alunos é caso de empreendedorismo bem-sucedido","Criada em 2014 por ex-alunos do Instituto de Física de São Carlos (IFSC), a empresa Cellco dedica-se à pesquisa, consultoria e distribuição de reagentes para biotecnologia","Ciências Exatas e da Terra","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/empresa-de-ex-alunos-e-caso-de-empreendedorismo-bem-sucedido/"
"2016-05-17","Ciências","Livro sobre gestão de qualidade na produção ganha edição virtual","A obra foi reeditada pela Atlas  nas versões impressa e digital","Ciências Exatas e da TerraCompetitividadeebookEESCGestão de QualidadeProdução","http://jornal.usp.br/ciencias/livro-sobre-gestao-de-qualidade-na-producao-ganha-edicao-virtual/"
"2016-05-17","Ciências Ambientais","Pesquisadores desenvolvem material para identificar e analisar produtos transgênicos","Embora sejam grandes aliados do setor produtivo, esses organismos causam controvérsia entre cientistas e órgãos governamentais","Ciências BiológicasCiências Exatas e da TerraGrupo de CristalografiaIFSCInstituto de Física de São CarlosOGMSão CarlosTransgênicos","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/pesquisadores-desenvolvem-material-para-analisar-produtos-transgenicos/"
"2016-05-17","Ciências da Saúde","Medicina da USP vai testar no SUS aplicativo para tratar depressão","Os testes com o novo aplicativo começam a ser realizados em pacientes das UBSs da zona leste  de São Paulo","AplicativoConemodepressãoDiabetesFMhipertensãoLatin-MHNanotecnologia","http://jornal.usp.br/ciencias/ciencias-da-saude/medicina-da-usp-vai-testar-no-sus-aplicativo-para-tratar-depressao/"
